주차장명,주차장구분,소재지지번주소,주차구획수,위도,경도
태평1동제1노상,공영,대전광역시 중구 태평동 278-14,70,36.32443408,127.4011119
태평1동제2노상,공영,대전광역시 중구 태평동 281-12,21,36.32403193,127.4020094
태평1동제3노상,공영,대전광역시 중구 태평동 278-1,25,36.32570773,127.4016161
태평1동제5노상,공영,대전광역시 중구 태평동 255-6,14,36.32896935,127.4004663
태평1동제6노상,공영,대전광역시 중구 태평동 253-1,49,36.33232854,127.3981832
옥계동제3노상,공영,대전광역시 중구 옥계동 149-14,14,36.29708055,127.4559055
옥계동제4노상,공영,대전광역시 중구 옥계동 27-8,42,36.30046116,127.4502407
용두동제1노상,공영,대전광역시 중구 용두동 27-13,50,36.32680851,127.4111889
용두동제2노상,공영,대전광역시 중구 용두동 144-7,50,36.33181963,127.4046013
용두동제3노상,공영,대전광역시 중구 용두동 141-11,31,36.33101961,127.4054666
용두동 제4노상,공영,대전광역시 중구 용두동 160-1,19,36.33363551,127.4013659
용두동 제5노상,공영,대전광역시 중구 용두동 160-1,8,36.33363551,127.4013659
유천1동제2노상,공영,대전광역시 중구 유천동 297-21,72,36.31501653,127.3953088
유천1동제3노상,공영,대전광역시 중구 유천동 335-23,104,36.31437729,127.3912946
유천2동제1노상,공영,대전광역시 중구 유천동 142-14,102,36.31377283,127.4018983
유천2동제3노상,공영,대전광역시 중구 유천동 141-1,35,36.31495743,127.402597
유천2동제4노상,공영,대전광역시 중구 유천동 137-1,29,36.31653954,127.402704
유천2동제5노상,공영,대전광역시 중구 유천동 297-21,41,36.31501653,127.3953088
오류동제9노상,공영,대전광역시 중구 오류동 190-17,17,36.32902555,127.4019800458
옥계동제1노상,공영,대전광역시 중구 옥계동 201,7,36.29647966,127.454621
옥계동제2노상,공영,대전광역시 중구 옥계동 47-23,59,36.29903653,127.4533302
오류동제1노상,공영,대전광역시 중구 오류동 116-3,17,36.32400372,127.403482
오류동제6노상,공영,대전광역시 중구 오류동 184-34,7,36.32712348,127.4038104
오류동제7노상,공영,대전광역시 중구 오류동 186-36,8,36.32687563,127.4043787
오류동제8노상,공영,대전광역시 중구 오류동 168-7,7,36.32097663,127.4058346
청주해장국 앞,공영,대전광역시 유성구 봉명동 535-7~535-8,9,36.35580049999955,127.33742399999934
유성우체국 앞,공영,대전광역시 유성구 봉명동 536-8~538-7,21,36.35579610000029,127.34227009999994
아드리아호텔 앞,공영,대전광역시 유성구 봉명동 442-4~442-19,26,36.356040999999585,127.34038840000017
유성호텔 앞,공영,대전광역시 유성구 봉명동 528,20,36.35414619999991,127.3369247999994
계룡스파텔 앞,공영,대전광역시 유성구 봉명동 539-1,60,36.355759699999574,127.3453620000001
"장명교~경원장, 파라곤모텔앞",공영,대전광역시 유성구 봉명동 535-2 장명교옆,26,36.35714540000009,127.34165459999977
상수도사업본부 유성사업소 주변,공영,대전광역시 유성구 봉명동 665-6일원,20,36.35869620000026,127.35184079999964
농촌공사 주변,공영,대전광역시 유성구 장대동 24-2일원,74,36.36645210000017,127.33515079999998
장대동공영주차장주변,공영,대전광역시 유성구 장대동 263-4일원,36,36.3598005,127.33167640000009
학사마을 주변,공영,대전광역시 유성구 장대동 317-3일원,118,36.36471010000023,127.33902470000014
월드컵패밀리타운 주변,공영,대전광역시 유성구 장대동 323-2일원,40,36.36363779999998,127.33407039999956
장대동 364일원,공영,대전광역시 유성구 장대동 364일원,53,36.359351899999744,127.33913330000011
진잠우체국옆,공영,대전광역시 유성구 원내동 92-14 세븐일레븐~신대산식당,18,36.30103289999977,127.3198197
진잠우체국 앞,공영,대전광역시 유성구 원내동 93-12 일원(진잠우체국~진잠도서관),25,36.300647300000065,127.31966759999953
카운티스 앞,공영,대전광역시 유성구 노은동 572일원,52,36.37040520000025,127.31412679999944
동원수산 앞,공영,대전광역시 유성구 노은동 594일원,64,36.36762789999965,127.31823539999968
반석동공영주변,공영,대전광역시 유성구 반석동 641 반석동공영~행복한교회,46,36.391298400000125,127.31421799999978
송강청솔@~송강@,공영,대전광역시 유성구 봉산동 295,25,36.43905190000013,127.38090040000003
유성장로교회앞,공영,대전광역시 유성구 구암동 80-3~586-9,42,36.354659499999634,127.33043190000002
유성고등학교 주변,공영,대전광역시 유성구 구암동 611-31일원,16,36.34974129999986,127.33626519999962
성원상떼빌 주변,공영,대전광역시 유성구 장대동 376-2일원,45,36.35830159999978,127.33957770000004
계룡스파텔 옆,공영,대전광역시 유성구 봉명동 539-1,33,36.355759699999574,127.3453620000001
문화1동제4노외,공영,대전광역시 중구 문화동 259-6,14,36.31358989,127.4114792
목동제1노외,공영,대전광역시 중구 목동 1-123,33,36.33438828,127.4124509
문화1동제1노외,공영,대전광역시 중구 문화동 44-2,45,36.30772838,127.4108213
문화1동제2노외,공영,대전광역시 중구 문화동 114-1,42,36.30864957,127.4111884
문화1동제3노외,공영,대전광역시 중구 문화동 263-10,8,36.31381508,127.4114552
문화1동제5노외,공영,대전광역시 중구 문화동 231-11,5,36.31294008,127.4112948
문화1동제6노외,공영,대전광역시 중구 문화동 11-223,11,36.31352927,127.4146879
문화1동제7노외,공영,대전광역시 중구 문화동 13-9,22,36.3148502,127.4143978
문화1동제6노상,공영,대전광역시 중구 문화동 19-1,16,36.31374695,127.4134246
산성동제14노상,공영,대전광역시 중구 산성동 168-8,18,36.3084665,127.3856466
석교동제5노상,공영,대전광역시 중구 석교동 58-11,12,36.30976768,127.4432856
유천1동제4노상,공영,대전광역시 중구 유천동 307-1,20,36.31809379,127.3934231
석교동제4노상,공영,대전광역시 중구 석교동 6-6,2,36.30996836,127.4395552
사정동제3노상,공영,대전광역시 중구 사정동 350-1,17,36.29663206,127.3904884
산성동제11노상,공영,대전광역시 중구 산성동 104-42,9,36.31119411,127.394592
산성동제12노상,공영,대전광역시 중구 산성동 161-4,14,36.30794957,127.3889332
안영동제2노상,공영,대전광역시 중구 안영동 687-2,20,36.28739026,127.3814071
대흥동제11노상,공영,대전광역시 중구 대흥동 172-4,13,36.32350212,127.4281443
은행동제3노상,공영,대전광역시 중구 은행동 330,18,36.32928165,127.4272111
대사동제5노상,공영,대전광역시 중구 대사동 122-2,14,36.3153616,127.424938
대사동제6노상,공영,대전광역시 중구 대사동 147-2,22,36.3147292054,127.4242467163
대흥동제12노상,공영,대전광역시 중구 대흥동 106-49,19,36.3194293969,127.4281664174
호동제4노상,공영,대전광역시 중구 호동 137-2,6,36.2993219875,127.4409496008
대흥동제6노외,공영,대전광역시 중구 대흥동 326-34,25,36.31997162,127.4205669
대사동제1노외,공영,대전광역시 중구 대사동 197,93,36.31139953,127.4199756
대사동제2노외,공영,대전광역시 중구 대사동 197-6,70,36.31047717,127.4195651
용두동제1노외,공영,대전광역시 중구 용두동 31-1,42,36.32616718,127.409629
태평2동제1노외,공영,대전광역시 중구 태평동 510-165,22,36.31705207,127.3868389
태평2동제2노외,공영,대전광역시 중구 태평동 423-22,3,36.31705207,127.3868389
태평2동제4노상,공영,대전광역시 중구 태평동 364-8,79,36.32958603,127.3937095
호동제1노상,공영,대전광역시 중구 호동 351-6,59,36.3052896517,127.4455044853
호동제2노상,공영,대전광역시 중구 호동 23-1,37,36.30307095,127.449074
호동제3노상,공영,대전광역시 중구 호동 17-9,94,36.30474742,127.4479673
대사동시간제,공영,대전광역시 중구 대사동 97-16,16,36.31753418,127.4262992
선화동제4노상,공영,대전광역시 중구 선화동 226,30,36.32794622,127.4228704
오류동제2노상,공영,대전광역시 중구 오류동 175-1,53,36.32526739,127.406635
오류동제3노상,공영,대전광역시 중구 오류동 175-1,20,36.32526739,127.406635
오류동제4노상,공영,대전광역시 중구 오류동 175-1,24,36.32526739,127.406635
대흥동시간제,공영,대전광역시 중구 대흥동 508-14,26,36.32394828,127.4208398
부사동시간제,공영,대전광역시 중구 부사동 87-14,47,36.31981529,127.4317576
태평동시간제,공영,대전광역시 중구 태평동 335-14,9,36.32669184,127.3972404
유천2동제1시간제,공영,대전광역시 중구 유천동 196,47,36.32190918,127.3966211
유천2동제2시간제,공영,대전광역시 중구 유천동 185-1,72,36.31822927,127.3978785
선화동제1노상,공영,대전광역시 중구 선화동 139,38,36.33106318,127.4200678
선화동제2노상,공영,대전광역시 중구 선화동 243-1,37,36.33033724,127.4210001
선화동제3노상,공영,대전광역시 중구 선화동 287-2,52,36.32677115,127.4207316
문화1동제1노상,공영,대전광역시 중구 문화동 1-21,38,36.32253927,127.4146817
문화1동제2노상,공영,대전광역시 중구 문화동 1-39,22,36.32092858,127.4119235
문화1동제3노상,공영,대전광역시 중구 문화동 1-30,28,36.32109597,127.4135315
대흥동제1노상,공영,대전광역시 중구 대흥동 418-1,21,36.32525301,127.4255734
태평2동제3노상,공영,대전광역시 중구 태평동 368,154,36.3285686,127.3949125
산성동제13노상,공영,대전광역시 중구 산성동 120-15,15,36.30342557,127.3827292
산성동제7노상,공영,대전광역시 중구 산성동 275-1,32,36.30244065,127.388296
산성동 제8노상,공영,대전광역시 중구 산성동 147-31,36,36.31129641,127.3904698
산성동 제9노상,공영,대전광역시 중구 산성동 145-4,11,36.31176845,127.3893938
산성동 제10노상,공영,대전광역시 중구 산성동 64-48,6,36.30808528,127.3947383
석교동제1노상,공영,대전광역시 중구 석교동 84-15,17,36.3075822,127.4476717
석교동제2노상,공영,대전광역시 중구 석교동 9-1,20,36.30961984,127.4413979
석교동제3노상,공영,대전광역시 중구 석교동 12-4,46,36.30970496,127.4424094
선화동제5노상,공영,대전광역시 중구 선화동 287-2,19,36.32677115,127.4207316
선화동제6노상,공영,대전광역시 중구 선화동 120-5,30,36.33532208,127.4181814
선화동제7노상,공영,대전광역시 중구 선화동 151-1,16,36.3329134,127.4188053
안영동제1노상,공영,대전광역시 중구 안영동 650,21,36.29206098,127.3797727
안영동제3노상,공영,대전광역시 중구 안영동 694,14,36.28658038,127.3795899
안영동제4노상,공영,대전광역시 중구 안영동 650,10,36.29125932,127.379876
문화1동제11노상,공영,대전광역시 중구 문화동 339-37,17,36.31653307,127.4043535
문화1동제12노상,공영,대전광역시 중구 문화동 1-48,7,36.31946021,127.407981
문화2동제1노상,공영,대전광역시 중구 유천동 141-20,45,36.3138967,127.4022589
문화2동제2노상,공영,대전광역시 중구 문화동 671-10,15,36.3108995,127.399076
문화2동제3노상,공영,대전광역시 중구 문화동 374-16,30,36.31407452,127.404205
문화2동제4노상,공영,대전광역시 중구 문화동 475-1,37,36.30967208,127.4022519
문화2동제5노상,공영,대전광역시 중구 문화동 493-1,72,36.3078604,127.4039467
부사동제1노상,공영,대전광역시 중구 부사동 87-14,24,36.31981529,127.4317576
부사동제2노상,공영,대전광역시 중구 부사동 209-1,41,36.317337,127.4280138
부사동제3노상,공영,대전광역시 중구 부사동 166-1,36,36.31074589,127.4370255
부사동제4노상,공영,대전광역시 중구 부사동 209-72,36,36.3156536,127.428417
부사동제5노상,공영,대전광역시 중구 부사동 364-67,10,36.31014369,127.4365663
부사동제6노상,공영,대전광역시 중구 부사동 300-8,9,36.31198026,127.4328328
사정동제1노상,공영,대전광역시 중구 사정동 439-14,22,36.30011182,127.3864591
사정동제2노상,공영,대전광역시 중구 사정동 431-1,9,36.29850744,127.3860409
산성동제1노상,공영,대전광역시 중구 산성동 37-1,145,36.30853607,127.3926533
산성동제2노상,공영,대전광역시 중구 산성동 145-40,14,36.31089095,127.3893707
산성동제3노상,공영,대전광역시 중구 산성동 78-5,43,36.30673286,127.3848196
산성동제4노상,공영,대전광역시 중구 산성동 136-95,19,36.31239267,127.3911974
산성동제5노상,공영,대전광역시 중구 산성동 36-1,84,36.30867591,127.3908175
산성동제6노상,공영,대전광역시 중구 산성동 321,30,36.30636934,127.3923831
대사동제2노상,공영,대전광역시 중구 대사동 172,12,36.31384778,127.4273945
대사동제1노상,공영,대전광역시 중구 대사동 248-219,25,36.3203416,127.4174708
대사동제3노상,공영,대전광역시 중구 대사동 95-16,14,36.31672534,127.4268123
대사동제4노상,공영,대전광역시 중구 대사동 77-70,33,36.31840289,127.4277929
대흥동제4노상,공영,대전광역시 중구 대흥동 496-1,22,36.32670915,127.422546
대흥동제5노상,공영,대전광역시 중구 대흥동 452-96,19,36.32364497,127.4239688
대흥동제9노상,공영,대전광역시 중구 대흥동 104-5,4,36.32515636,127.4316426
대흥동제10노상,공영,대전광역시 중구 대흥동 499-1,20,36.32557502,127.4212953
문창동제1노상,공영,대전광역시 중구 부사동 126-2,14,36.31559562,127.4344674
문창동제2노상,공영,대전광역시 중구 문창동 53-33,20,36.32156075,127.4341062
문창동제3노상,공영,대전광역시 중구 문창동 367-29,230,36.31482503,127.4387359
문창동제4노상,공영,대전광역시 중구 문창동 107-11,22,36.31674597,127.4354095
문창동제5노상,공영,대전광역시 중구 문창동 361-2,24,36.31444362,127.4373166
문창동제6노상,공영,대전광역시 중구 문창동 381-1,46,36.31353717,127.4377474
문창동제7노상,공영,대전광역시 중구 문창동 123-23,30,36.31618537,127.435948
문창동제8노상,공영,대전광역시 중구 문창동 116-15,8,36.31620835,127.437921
문화1동제5노상,공영,대전광역시 중구 문화동 263-9,12,36.31402901,127.4116531
문화1동제7노상,공영,대전광역시 중구 문화동 12-7,50,36.31446813,127.4142413
문화1동제8노상,공영,대전광역시 중구 문화동 147-4,33,36.30939039,127.4103359
문화1동제9노상,공영,대전광역시 중구 문화동 418-1,41,36.3130288,127.4056914
문화1동제10노상,공영,대전광역시 중구 문화동 354-14,5,36.31625932,127.4055676
오류동제2노외,공영,대전광역시 중구 오류동 149-3,24,36.32376979999966,127.4100913999996
문창시장공영주차장,공영,대전광역시 중구 문창동 116-8,56,36.315624600000284,127.43804979999966
유천시장공영주차장,공영,대전광역시 중구 유천동 211-5,53,36.316879099999845,127.39665789999934
태평시장공영주차장,공영,대전광역시 중구 태평동 333-8,49,36.325888599999736,127.39738619999986
선화동제2노외,공영,대전광역시 중구 선화동 236-8,32,36.32918759999988,127.42186020000008
대흥동제3노외,공영,대전광역시 중구 대흥동 452-30,48,36.32465340000017,127.42337669999928
대흥동제5노외,공영,대전광역시 중구 대흥동 452-74,25,36.32411489999996,127.4244911999994
태평2동제3노외,공영,대전광역시 중구 태평동 378-29,23,36.326867099999774,127.39379719999945
사정동제1공영,공영,대전광역시 중구 사정동 397,32,36.297110199999835,127.38377330000002
사정동제2공영,공영,대전광역시 중구 사정동 403,34,36.29642350000011,127.38498409999957
안영동제1노외,공영,대전광역시 중구 안영동 71-1,45,36.2860101999996,127.38189749999938
선화동제3노외,공영,대전광역시 중구 선화동 889,22,36.325713100000165,127.41447589999974
산성동제2노외,공영,대전광역시 중구 산성동 284-9,29,36.305906000000164,127.3867701999995
산성시장공영주차장,공영,대전광역시 중구 산성동 282-5,45,36.30562679999979,127.38779330000014
용두동제1노외,공영,대전광역시 중구 용두동 31-1,30,36.32622240000001,127.40909679999999
태평2동제1노외,공영,대전광역시 중구 태평동 510-165,19,36.31685119999985,127.38599520000008
태평2동제2노외,공영,대전광역시 중구 태평동 423-22,5,36.316073599999946,127.38659839999966
목동제1노외,공영,대전광역시 중구 목동 1-123,26,36.33438749999972,127.41218799999963
문화동제1노외,공영,대전광역시 중구 문화동 44-2,47,36.30772719999981,127.41054099999997
문화동제2노외,공영,대전광역시 중구 문화동 114-1,43,36.308661600000114,127.41098599999992
문화동제3노외,공영,대전광역시 중구 문화동 263-10,14,36.31381870000021,127.41119209999945
문화동제4노외,공영,대전광역시 중구 문화동 259-6,9,36.31359329999994,127.41121709999973
문화동제5노외,공영,대전광역시 중구 문화동 231-11,5,36.312944499999894,127.41102879999987
문화동제6노외,공영,대전광역시 중구 문화동 11-223,10,36.31370369999963,127.4141107000001
문화동제7노외,공영,대전광역시 중구 문화동 13-9,22,36.31476729999966,127.41400250000012
부사동제1노외,공영,대전광역시 중구 부사동 423-6,5,36.30889290000013,127.43022729999991
부사동제2노외,공영,대전광역시 중구 부사동 366-3,23,36.309477800000074,127.43476249999952
부사동제3노외,공영,대전광역시 중구 부사동 429-6,8,36.31078020000029,127.43036440000004
산성동제1노외,공영,대전광역시 중구 산성동 273-8,5,36.301881099999726,127.38646469999983
안영동제2노외,공영,대전광역시 중구 안영동 697,77,36.28529879999967,127.38198700000007
안영동제3노외,공영,대전광역시 중구 안영동 663,28,36.29055679999963,127.37941329999964
침산동제1노외,공영,대전광역시 중구 침산동 360,187,36.28769200000005,127.38976789999994
석교동제1노외,공영,대전광역시 중구 석교동 244-7,7,36.3071760000002,127.43662839999978
대흥동제1노외,공영,대전광역시 중구 대흥동 125-1,144,36.32584219999987,127.42865639999981
으능정이상점가 고객주차장,공영,대전광역시 중구 은행동 170-8,35,36.32721699999958,127.42802920000003
오류동제1노외,공영,대전광역시 중구 오류동 175-7,7,36.3232102,127.40969809999986
문창동제7노상,공영,대전광역시 중구 문창동 123-23,31,36.316155400000085,127.43540899999954
문창동제8노상,공영,대전광역시 중구 문창동 116-15,8,36.31619279999961,127.43766659999939
문화1동제5노상,공영,대전광역시 중구 문화동 263-9,12,36.31410980000026,127.41141619999958
문화1동제7노상,공영,대전광역시 중구 문화동 12-7,52,36.3144692000001,127.41397659999933
문화1동제8노상,공영,대전광역시 중구 문화동 375-5,6,36.31464579999992,127.40302359999987
문화1동제9노상,공영,대전광역시 중구 문화동 418-1,41,36.31306789999962,127.40425689999991
문화1동제10노상,공영,대전광역시 중구 문화동 354-14,5,36.31636539999982,127.4052277999998
문화1동제11노상,공영,대전광역시 중구 문화동 339-37,17,36.31656240000006,127.40412779999954
문화1동제12노상,공영,대전광역시 중구 문화동 1-48,8,36.318401700000145,127.40766859999954
문화2동제1노상,공영,대전광역시 중구 문화동 141-20,45,37.05540140000023,127.05182959999944
문화2동제2노상,공영,대전광역시 중구 문화동 671-10,17,36.310904399999586,127.39882309999966
문화2동제3노상,공영,대전광역시 중구 문화동 374-16,30,36.31407099999973,127.4039514999998
문화2동제4노상,공영,대전광역시 중구 문화동 475번지 일원,37,36.30967119999986,127.40199779999948
문화2동제5노상,공영,대전광역시 중구 문화동 493-1번지 일원,72,36.30786059999979,127.40369490000012
부사동제1노상,공영,대전광역시 중구 부사동 87-14,24,36.3197840999997,127.43128509999937
대흥동제6노외,공영,대전광역시 중구 대흥동 326-34,22,36.31997489999999,127.42035769999933
부사동제2노상,공영,대전광역시 중구 부사동 177-1,40,36.31645520000008,127.42641999999991
부사동제3노상,공영,대전광역시 중구 부사동 166-1,36,36.31077319999987,127.43677089999943
대사동제1노외,공영,대전광역시 중구 대사동 197,93,36.311833799999754,127.41945789999947
부사동운동장2길,공영,대전광역시 중구 부사동 209-72,36,36.31565809999988,127.42818710000007
대사동제2노외,공영,대전광역시 중구 대사동 197-6,70,36.31079499999968,127.41910259999928
문창동제4노상,공영,대전광역시 중구 문창동 107-11,22,36.31652560000018,127.43500069999946
문창동제5노상,공영,대전광역시 중구 문창동 361-2,24,36.314446099999884,127.43704469999963
문창동제6노상,공영,대전광역시 중구 문창동 381,46,36.31351410000028,127.43748199999939
학하지구 공영(7),공영,대전광역시 유성구 학하동 747-1,46,36.33899487,127.3105585
학하지구 공영(8),공영,대전광역시 유성구 학하동 778-2,45,36.33723947,127.3121272
학하지구 공영(9),공영,대전광역시 유성구 학하동 731-1,22,36.33874342,127.3067665
학하지구 공영(10),공영,대전광역시 유성구 학하동 716-6,34,36.34109074,127.3090391
학하지구 공영(11),공영,대전광역시 유성구 학하동 721-12,39,36.33958785,127.3080724
학하지구 공영(12),공영,대전광역시 유성구 계산동 717-3,20,36.34268868,127.2989817
학하지구 공영(13),공영,대전광역시 유성구 복용동 585-1,22,36.3433264,127.3121106
학하지구 공영(14),공영,대전광역시 유성구 복용동 569-1,21,36.34379106,127.3101568
유성IC만남의광장,공영,대전광역시 유성구 장대동 240-43,215,36.36341989,127.3281519
반석동 제2공영,공영,대전광역시 유성구 반석동 714,10,36.41221825,127.376797
설목마을 공영,공영,대전광역시 유성구 화암동 155-37,9,36.41222206,127.3767955
